province,Latitude,Longitude,Name_Type
Hunan,29.00266,109.85148,Buddhism
Hunan,29.150874,110.203086,Buddhism
Hunan,29.18229,109.91675,Buddhism
Hunan,29.33946,109.94179,Buddhism
Hunan,29.18296,109.92051,Buddhism
Hunan,29.006,109.8554,Buddhism
Hunan,28.73873,109.94649,Buddhism
Hunan,28.82287,110.14006,Buddhism
Hunan,28.743843,109.947042,Buddhism
Hunan,29.0003,109.8589,Buddhism
Hunan,28.893584,110.115292,Buddhism
Hunan,26.725815,110.634221,Buddhism
Hunan,27.122964,109.9844,Buddhism
Hunan,27.24271,112.73714,Buddhism
Hunan,27.143161,110.881101,Buddhism
Hunan,26.973944,110.654877,Buddhism
Hunan,27.06767,110.724646,Buddhism
Hunan,26.94345,110.671595,Buddhism
Hunan,26.954411,110.685535,Buddhism
Hunan,27.009126,110.62721,Buddhism
Hunan,26.951091,110.624192,Buddhism
Hunan,26.928112,110.625878,Buddhism
Hunan,26.94683,110.681837,Buddhism
Hunan,27.040036,110.771634,Buddhism
Hunan,27.110616,110.721171,Buddhism
Hunan,27.098782,110.830782,Buddhism
Hunan,27.05489,110.839586,Buddhism
Hunan,27.070078,110.801649,Buddhism
Hunan,27.087409,110.837484,Buddhism
Hunan,26.965837,110.90203,Buddhism
Hunan,27.060321,110.575846,Buddhism
Hunan,27.020848,110.851537,Buddhism
Hunan,27.060321,110.575846,Buddhism
Hunan,27.061451,110.817597,Buddhism
Hunan,27.055524,110.575261,Buddhism
Hunan,27.060321,110.575846,Buddhism
Hunan,27.179294,110.63219,Buddhism
Hunan,26.959743,110.599825,Buddhism
Hunan,27.188939,110.706872,Buddhism
Hunan,27.060321,110.575846,Buddhism
Hunan,26.976965,110.518865,Buddhism
Hunan,26.928169,110.576359,Buddhism
Hunan,27.040293,110.594906,Buddhism
Hunan,27.060321,110.575846,Buddhism
Hunan,27.18733,110.802693,Buddhism
Hunan,27.057838,110.831057,Buddhism
Hunan,27.088209,110.36147,Buddhism
Hunan,27.087476,110.686487,Buddhism
Hunan,27.041294,110.736067,Buddhism
Hunan,27.137043,110.679278,Buddhism
Hunan,27.312895,110.687154,Buddhism
Hunan,27.239454,110.782955,Buddhism
Hunan,27.000813,110.851529,Buddhism
Hunan,27.060321,110.575846,Buddhism
Hunan,27.001616,110.913026,Buddhism
Hunan,27.046795,110.409629,Buddhism
Hunan,26.992582,110.67365,Buddhism
Hunan,27.140194,110.436151,Buddhism
Hunan,27.068052,110.74685,Buddhism
Hunan,27.163421,110.543518,Buddhism
Hunan,27.060321,110.575846,Buddhism
Hunan,27.011673,110.453136,Buddhism
Hunan,27.032019,110.536985,Buddhism
Hunan,27.060321,110.575846,Buddhism
