id,province,name,Latitude,Longitude,Type,Name_Type,Year
18218,Henan,Zhang Village Church,34.556893,111.872532,1,Protestantism,1999
18219,Henan,Shiduo Church,34.389959,112.233333,1,Protestantism,2002
18220,Henan,Shicun Township Church,34.538119,112.208777,1,Protestantism,1995
18221,Henan,Shanglong Church,34.378496,111.810748,1,Protestantism,2000
18222,Henan,Qian Village Church,34.344171,112.095263,1,Protestantism,2001
18223,Henan,Lishugou Church,34.396633,112.0031,1,Protestantism,1998
18224,Henan,Lihe Church,34.466439,112.263507,1,Protestantism,1992
18225,Henan,Gantang Village Church,34.548687,112.225427,1,Protestantism,1994
18226,Henan,Zhangwu Township Church,34.42372,111.828563,1,Protestantism,2001
18227,Henan,Jiayuan Church,34.559792,112.137702,1,Protestantism,1998
18228,Henan,Guanzhuang Church,34.324738,112.137729,1,Protestantism,1998
18229,Henan,Gao Village Church,34.579422,111.869228,1,Protestantism,1985
18230,Henan,Baiyege Church,34.530219,112.169925,1,Protestantism,2000
18231,Henan,Xiaoying Village Church,34.567116,112.390697,1,Protestantism,2000
18232,Henan,Wangbian Church,34.639493,111.832852,1,Protestantism,2000
18233,Henan,Dongbaipo Church,34.453649,111.819066,1,Protestantism,1992
18234,Henan,Yuan Village Church,34.438517,111.865189,1,Protestantism,2002
18235,Henan,Zhudingshi Church,34.410397,111.915508,1,Protestantism,1999
18236,Henan,Ke Village Church,34.571503,112.105961,1,Protestantism,1988
18237,Henan,Yuquan Village Church,34.516984,112.000224,1,Protestantism,1986
18238,Henan,Chenying Church,34.660249,112.039323,1,Protestantism,2000
18239,Henan,Zhongyu Church,34.618271,112.106321,1,Protestantism,1995
18240,Henan,Kongchang Church,34.618944,111.859488,1,Protestantism,1997
18241,Henan,Liugou Village Church,34.477962,112.26845,1,Protestantism,1997
18242,Henan,Yu Village Church,34.57059,111.979595,1,Protestantism,1986
18243,Henan,Lianhuachi Church,34.37498,112.132161,1,Protestantism,2001
18244,Henan,Wuyuegou Church,34.55174,111.912186,1,Protestantism,2002
18245,Henan,Chenzhai Church,34.497389,112.088612,1,Protestantism,2001
18246,Henan,Xiajie Village Church,34.548687,112.225427,1,Protestantism,1994
18247,Henan,Sanwangzhuang Church,34.562288,112.010256,1,Protestantism,1991
18248,Henan,Dongzhuang Church,34.471649,112.085117,1,Protestantism,2001
18249,Henan,Fengjian Church,34.600152,111.890383,1,Protestantism,1998
18250,Henan,Lingshan Temple,34.505869,112.095209,3,Buddhism,1950
18251,Henan,Wu District Church,34.3942,112.233,1,Protestantism,2001
18252,Henan,Angou Village Protestant Church,34.5073,111.84949,1,Protestantism,1994
18253,Henan,Yuanzhuang Church,34.549183,112.375548,1,Protestantism,2001
18254,Henan,Honggou Church,34.355197,112.179547,1,Protestantism,1994
18255,Henan,Xia Village Church,34.390505,111.7772,1,Protestantism,2001
18256,Henan,Lu Village Church,34.563896,111.886484,1,Protestantism,2001
18257,Henan,Zhangyuan Church,34.598393,111.850691,1,Protestantism,2000
18258,Henan,Fengli Town Protestant Church Management Group,34.574356,112.407401,1,Protestantism,1996
18259,Henan,Cui Village Protestant Church,34.537179,112.286802,1,Protestantism,2001
18260,Henan,Sunliu Village Church,34.474845,112.054639,1,Protestantism,1993
18261,Henan,Hexia Church,34.524794,112.231806,1,Protestantism,2002
18262,Henan,Shangguan Township Church,34.40525,111.970334,1,Protestantism,1996
18263,Henan,Angu Church,34.484249,112.287541,1,Protestantism,1980
18264,Henan,Podi Church,34.557981,112.056236,1,Protestantism,2000
18265,Henan,Houshao Church,34.466439,112.263507,1,Protestantism,1989
18266,Henan,Liu Village Church,34.598348,112.165152,1,Protestantism,1997
18267,Henan,Nanliu Church,34.389959,112.233333,1,Protestantism,1994
18268,Henan,Duan Village Church,34.530219,112.169925,1,Protestantism,1989
18269,Henan,Xiaomagou Church,34.55142,111.939505,1,Protestantism,1995
18270,Henan,Fan Village Church,34.466439,112.263507,1,Protestantism,1990
18271,Henan,Rencun Village Church,34.459794,111.794918,1,Protestantism,1994
18272,Henan,Lianzhuang Township Protestant Church Management Group,34.487937,111.993269,1,Protestantism,1987
18273,Henan,Yangdian Church,34.530902,112.253857,1,Protestantism,2002
18274,Henan,Dongkuang Church,34.539,112.175,1,Protestantism,2003
18275,Henan,Wushu Village Church,34.521938,112.084331,1,Protestantism,1986
18276,Henan,Yingwu Church,34.54024,112.025333,1,Protestantism,1986
18277,Henan,Shagou Church,34.412851,111.813474,1,Protestantism,1997
18278,Henan,Wangzhai Church,34.447177,112.254724,1,Protestantism,1990
18279,Henan,Madao Church,34.482628,112.248087,1,Protestantism,2000
18280,Henan,Laojun Temple,34.514773,112.161464,4,Daoism,1999
18281,Henan,Muce Township Church,34.31974,111.895208,1,Protestantism,1990
18282,Henan,Baiyang Town Church,34.42927,112.105475,1,Protestantism,1994
18283,Henan,Fuchang Temple,34.473047,111.878705,4,Daoism,1968
18284,Henan,Siling Village Church,34.507636,112.105947,1,Protestantism,1993
18285,Henan,Shiling Township Church,34.6184,112.1063,1,Protestantism,1996
18286,Henan,Renhou Church,34.47951,111.890965,1,Protestantism,1997
18287,Henan,Nan Village Church,34.457062,111.93502,1,Protestantism,1999
18288,Henan,Zhaoyu Church,34.604979,112.033603,1,Protestantism,2004
18289,Henan,Wangying Village Church,34.556468,112.086591,1,Protestantism,1986
18290,Henan,Zhaolaotun Village Church,34.582324,112.256326,1,Protestantism,1993
18291,Henan,Dongwangzhuang Church,34.357595,112.111692,1,Protestantism,2001
18292,Henan,Suhe Church,34.528044,111.900521,1,Protestantism,1995
18293,Henan,Yanzhen Township Protestant Church,34.671087,112.001665,1,Protestantism,2000
18294,Henan,Gu Village Church,34.488084,111.814757,1,Protestantism,1982
18295,Henan,Hezhan Village Church,34.51882,111.805474,1,Protestantism,1994
18296,Henan,Fanyuan Church,34.596745,112.043981,1,Protestantism,1998
18297,Henan,Liuquan Town Church,34.517639,112.040048,1,Protestantism,1982
18298,Henan,Zhanggou Village Church,34.50436,111.912024,1,Protestantism,1997
18299,Henan,Heshanggou Church,34.656769,112.07733,1,Protestantism,1993
18300,Henan,Sanxiang Township Church,34.441669,111.792633,1,Protestantism,1982
18301,Henan,Shangwu Village Church,34.425214,111.837588,1,Protestantism,2002
18302,Henan,Panggou Church,34.386622,111.834828,1,Protestantism,1999
18303,Henan,Poyao Village Church,34.608738,112.097348,1,Protestantism,1993
18304,Henan,Qizhuang Church,34.607357,111.945204,1,Protestantism,2000
18305,Henan,Duqu Village Church,34.550638,111.845434,1,Protestantism,1995
18306,Henan,Shentun Church,34.511312,112.198142,1,Protestantism,1990
18307,Henan,Shapotou Village Church,34.462268,111.938054,1,Protestantism,1993
18308,Henan,Gaoqiao Church,34.513633,112.204819,1,Protestantism,1998
18309,Henan,Fengli Church Management Group,34.550946,112.37265,1,Protestantism,1970
18310,Henan,Wen Village Church,34.576833,111.924066,1,Protestantism,1999
18311,Henan,Potou Village Church,34.391824,111.84878,1,Protestantism,1999
18312,Henan,Xima Church,34.40533,112.230185,1,Protestantism,2001
18313,Henan,Daming Protestant Church,34.510976,111.767039,1,Protestantism,1996
18314,Henan,Sundong Protestant Church,34.269839,111.570944,1,Protestantism,1970
18315,Henan,Dizhang Protestant Church Management Group,34.322864,111.50406,1,Protestantism,1988
18316,Henan,Shangge Town Protestant Church Committee,34.349361,111.262995,1,Protestantism,1982
18317,Henan,Guo Village Church,34.320606,111.602507,1,Protestantism,1985
18318,Henan,Wangfan Hui Muslim Town Protestant Church Committee,34.381294,111.647397,1,Protestantism,1982
18319,Henan,Dongsong Village Protestant Church,34.453339,111.72018,1,Protestantism,1995
18320,Henan,Guanzhuang Protestant Church,34.480471,111.730466,1,Protestantism,1986
18321,Henan,Yang Village Church,34.436486,111.638313,1,Protestantism,1995
18322,Henan,Madian Township Church,34.365003,111.541219,1,Protestantism,1980
18323,Henan,Guxian Township Protestant Church Committee,34.241845,111.273692,1,Protestantism,1986
18324,Henan,Jinshanmiao Protestant Church Management Group,34.289655,111.633149,1,Protestantism,1991
18325,Henan,Zhaiyan Church,34.521808,111.663369,1,Protestantism,1986
18326,Henan,Maocaowa Village Protestant Church,34.217758,111.319086,1,Protestantism,2004
18327,Henan,Lu'nan Protestant Church Management Group,34.33474,111.673779,1,Protestantism,2001
18328,Henan,Wuxi Protestant Church,34.383664,111.606133,1,Protestantism,1987
18329,Henan,Xiagao Village Protestant Church Management Group,34.266973,111.500571,1,Protestantism,1988
18330,Henan,Dongsi Village Xiao Temple,34.245089,111.385287,1,Protestantism,1997
18331,Henan,Yuanxi Village Protestant Church,34.347337,111.752551,1,Protestantism,1988
18332,Henan,Hedi Protestant Church Management Group,34.579525,111.765266,1,Protestantism,1993
18333,Henan,Chafang Protestant Church Management Group,34.579525,111.765266,1,Protestantism,1988
18334,Henan,Jueshan Protestant Church,34.417536,111.754069,1,Protestantism,1987
18335,Henan,Lü Village Church,34.463051,111.487759,1,Protestantism,1990
18336,Henan,Chenwu Protestant Church Management Group,34.33474,111.673779,1,Protestantism,2001
18337,Henan,Xiangshan Temple,34.375013,111.379443,3,Buddhism,1951
18338,Henan,Fan Village Protestant Church,34.289858,111.603268,1,Protestantism,1988
18339,Henan,Luoning County Yisilan Association,34.381294,111.647397,5,Islam,1991
18340,Henan,Dong Village Church,34.370919,111.739529,1,Protestantism,1988
18341,Henan,Changshui Township Protestant Affairs Management Committee,34.344534,111.461005,1,Protestantism,1996
18342,Henan,Xin Village Protestant Church,34.31458,111.662732,1,Protestantism,1991
18343,Henan,Xiwang Village Protestant Church,34.322335,111.595641,1,Protestantism,1984
18344,Henan,Dongyu Village Protestant Church,34.371464,111.72491,1,Protestantism,1989
18345,Henan,Chongyang Protestant Church Management Group,34.219026,111.366635,1,Protestantism,1999
18346,Henan,Shangge Town Mosque Management Committee,34.349361,111.262995,5,Islam,1995
18347,Henan,Tongshuwa Village Protestant Church Management Group,34.579525,111.765266,1,Protestantism,1988
18348,Henan,Wutiaolu Protestant Church Management Group,34.421703,111.678038,1,Protestantism,1990
18349,Henan,Zhao Village Protestant Church,34.320606,111.602507,1,Protestantism,1980
18350,Henan,Xiwu Protestant Church,34.453339,111.72018,1,Protestantism,2000
18351,Henan,Baiyuan Village Protestant Church,34.445111,111.672661,1,Protestantism,1995
18352,Henan,Bei Village Protestant Church,34.319517,111.558557,1,Protestantism,2003
18353,Henan,Xiayu Village Protestant Church,34.217758,111.319086,1,Protestantism,2001
18354,Henan,Wangling Protestant Church Management Group,34.441855,111.476022,1,Protestantism,1990
18355,Henan,Luoling Township Protestant Affairs Management Committee,34.37223,111.391554,1,Protestantism,1985
18356,Henan,Chenwu Township Protestant Church Management Group,34.335912,111.69999,1,Protestantism,1991
18357,Henan,Fengyikou Mosque Management Committee,34.344534,111.461005,5,Islam,1984
18358,Henan,Wanggou Mosque Management Committee,34.270695,111.656002,5,Islam,1984
18359,Henan,Yuzhuang Protestant Church,34.40282,111.720207,1,Protestantism,1989
18360,Henan,Shenglikou Church Committee,34.281519,111.227674,1,Protestantism,1986
18361,Henan,Guanmiao Church,34.409769,111.64068,1,Protestantism,1980
18362,Henan,Tongtiangou Protestant Church Management Group,34.267,111.525417,1,Protestantism,1990
18363,Henan,Guotou Protestant Church Management Group,34.565628,111.69706,1,Protestantism,2003
18364,Henan,Qiaoxi Protestant Church Management Group,34.428426,111.699786,1,Protestantism,1992
18365,Henan,Zhonghe Protestant Church Management Group,34.257072,111.393145,1,Protestantism,1986
18366,Henan,Wang Village Church,34.436486,111.638313,1,Protestantism,1989
18367,Henan,Yangpo Township Protestant Church,34.520282,111.726366,1,Protestantism,1989
18368,Henan,Cuinan Protestant Church,34.27542,111.281994,1,Protestantism,1986
18369,Henan,Xinghua Village Church,34.25914,111.437496,1,Protestantism,1997
18370,Henan,Yaotou Protestant Church,34.521626,111.721717,1,Protestantism,1991
18371,Henan,Dayuan Protestant Church Management Group,34.353848,111.644557,1,Protestantism,1986
18372,Henan,Luoning County Protestant Church Association,34.434,111.651,10,Protestantism,1986
18373,Henan,Yaowa Protestant Church,34.200851,111.248403,1,Protestantism,1986
18374,Henan,Qiantun Protestant Church Management Group,34.579525,111.765266,1,Protestantism,1988
18375,Henan,Xishandi Protestant Church,34.269839,111.570944,1,Protestantism,1988
18376,Henan,Xikuang Church,34.450599,112.34814,1,Protestantism,1993
18377,Henan,Huanglong Temple,34.465142,112.741022,3,Buddhism,1985
18378,Henan,Songdian Protestant Church,34.380698,112.335129,1,Protestantism,1989
18379,Henan,Zhongxi Village Church,34.337425,112.32427,1,Protestantism,1984
18380,Henan,Yangzai Protestant Church,34.357754,112.417876,1,Protestantism,2003
18381,Henan,Mahuiying Protestant Church,34.373697,112.344979,1,Protestantism,1993
18382,Henan,Guozhai Protestant Church,34.539262,112.460378,1,Protestantism,1995
18383,Henan,Sihetou Protestant Church,34.36039,112.334975,1,Protestantism,1988
18384,Henan,Leiyao Church,34.410273,112.688807,1,Protestantism,1985
18385,Henan,Yin’gou Protestant Church,34.490122,112.35279,1,Protestantism,1988
18386,Henan,Maying Protestant Church,34.533288,112.449146,1,Protestantism,1992
18387,Henan,Huangjue Temple,34.539262,112.460378,3,Buddhism,1999
18388,Henan,Longquan Temple,34.443785,112.475847,3,Buddhism,2001
18389,Henan,Qiling Protestant Church,34.437628,112.353236,1,Protestantism,1952
18390,Henan,Chengou Village Church,34.490277,112.488255,1,Protestantism,1980
18391,Henan,Mudian Church,34.386881,112.319717,1,Protestantism,2003
18392,Henan,Wanpo Protestant Church,34.464763,112.567707,1,Protestantism,2000
18393,Henan,Huwa Protestant Church,34.442019,112.330454,1,Protestantism,1952
18394,Henan,Jiuhou Township Protestant Church,34.277574,112.298451,1,Protestantism,1990
18395,Henan,Chengzhuang Church,34.371581,112.608854,1,Protestantism,1985
18396,Henan,Minggao Town Protestant Church,34.318235,112.297406,1,Protestantism,1980
18397,Henan,Jianggong Temple Management Committee,34.418328,112.436441,4,Daoism,1998
18398,Henan,Hou Village Church,34.425427,112.277177,1,Protestantism,1993
18399,Henan,Laojuntang Protestant Church,34.339617,112.682633,1,Protestantism,1996
18400,Henan,Baiyuan Township Protestant Church Management Group,34.357754,112.417876,1,Protestantism,2003
18401,Henan,Xiaozhuang Protestant Church,34.508476,112.456661,1,Protestantism,1992
18402,Henan,Gezhai Township Protestant Church,34.335861,112.368638,1,Protestantism,1983
18403,Henan,Gezhai Township Development Management Office,34.335861,112.368638,4,Daoism,2003
18404,Henan,Shiqiao Village Protestant Church,34.484401,112.314371,1,Protestantism,1960
18405,Henan,Chengguan Town Church,34.415734,112.429681,1,Protestantism,1990
18406,Henan,Liulou Church,34.439487,112.72452,1,Protestantism,1985
18407,Henan,Yaling Township Protestant Church,34.47201,112.382894,1,Protestantism,1988
18408,Henan,Nanling Protestant Church,34.37147,112.49291,1,Protestantism,1985
18409,Henan,Dongcaodian Protestant Church,34.532287,112.496414,1,Protestantism,1996
18410,Henan,Shayuan Church,34.335861,112.368638,1,Protestantism,1986
18411,Henan,Yanwa Church,34.423138,112.312026,1,Protestantism,2003
18412,Henan,Pure Land Temple,34.3653,112.43047,3,Buddhism,1978
18413,Henan,Zheng Village Church,34.428457,112.255584,1,Protestantism,1999
18414,Henan,Pingdeng Township Protestant Church,34.378604,112.375336,1,Protestantism,1990
18415,Henan,Lüdian Church,34.435498,112.627854,1,Protestantism,2000
18416,Henan,Banpo Township Protestant Church,34.369317,112.710392,1,Protestantism,1988
18417,Henan,Jiangzuo Township Church,34.407677,112.691272,1,Protestantism,1985
18418,Henan,Baisha Township Protestant Church,34.37976,112.537685,1,Protestantism,1981
18419,Henan,Wanshou Temple,34.481821,112.4528,3,Buddhism,1995
18420,Henan,Liangliu Protestant Church,34.517355,112.412618,1,Protestantism,2001
18421,Henan,Caopo Protestant Church,34.492697,112.344822,1,Protestantism,1995
18422,Henan,Zhaogou Village Church,34.509093,112.540492,1,Protestantism,2000
18423,Henan,Southern Peak Temple,34.318235,112.297406,4,Daoism,1985
18424,Henan,Caochang Church,34.389218,112.265535,1,Protestantism,2003
18425,Henan,Xuyang Church,34.36737,112.229596,1,Protestantism,1956
18426,Henan,Jinshan Temple,34.357754,112.417876,3,Buddhism,1978
18427,Henan,Mining Zone Church,34.425427,112.277177,1,Protestantism,1998
18428,Henan,Shuizhai Town Church,34.426392,112.471816,1,Protestantism,1978
18429,Henan,Zushi Temple,34.435498,112.627854,4,Daoism,2002
18430,Henan,Pengpo Township Protestant Church,34.490277,112.488255,1,Protestantism,1980
18431,Henan,Changchuan Township Protestant Church,34.459315,112.320943,1,Protestantism,1950
18432,Henan,Mengquan Temple,34.37976,112.537685,1,Protestantism,1995
18433,Henan,Xingzhuang Village Church,34.311773,112.249945,1,Protestantism,1990
18434,Henan,Weiyao Church,34.474826,112.580486,1,Protestantism,2001
18435,Henan,Yaodi Protestant Church,34.481821,112.4528,1,Protestantism,1994
18436,Henan,Chaizhuang Church,34.271571,112.343836,1,Protestantism,1987
18437,Henan,Baisha Mosque,34.37976,112.537685,5,Islam,1950
18438,Henan,Xiyao Protestant Church,34.514367,112.395019,1,Protestantism,1990
18439,Henan,Fan Village Protestant Church,34.407242,112.56891,1,Protestantism,1993
18440,Henan,Shuangtou Protestant Church,34.335861,112.368638,1,Protestantism,2001
18441,Henan,Luolong District Protestant Association,34.728393,112.793195,10,Protestantism,1992
18442,Henan,Yuanzhuang Church,34.529395,112.719354,1,Protestantism,2002
18443,Henan,Yanshi City Daoist Association,34.645761,112.699401,4,Daoism,1994
18444,Henan,Xuanzang Temple,34.615036,112.785692,3,Buddhism,1988
18445,Henan,Mount Tai Temple,34.615036,112.785692,4,Daoism,1935
18446,Henan,Quanfo Temple,34.730058,112.735364,3,Buddhism,1994
18447,Henan,Lower Cavern Shengxian Temple,34.730058,112.735364,4,Daoism,1948
18448,Henan,Xinhua District Protestant Association,33.747996,113.251847,10,Protestantism,2000
18449,Henan,Jingying Protestant Church,33.737304,113.294025,1,Protestantism,1996
18450,Henan,Jiaodian Mosque,33.737304,113.294024,5,Islam,1956
18451,Henan,Shilong District Daoist Association,33.898646,112.869711,4,Daoism,2001
18452,Henan,Zushi Temple,33.900819,112.891787,4,Daoism,1986
18453,Henan,Youyue Road Protestant Church,33.734726,113.335118,1,Protestantism,1990
18454,Henan,Donggong Town Three-self Patriotic Protestant Church,33.734726,113.335118,10,Protestantism,1986
18455,Henan,Yangxi Mosque,33.700344,113.222576,5,Islam,1846
18456,Henan,Zhanhe District Protestant Three-self Patriotic Movement Committee,33.716004,113.300535,10,Protestantism,1992
18457,Henan,Shoufeng Temple Management Committee,33.936354,112.893047,3,Buddhism,1950
18458,Henan,Yuandian Protestant Church,33.865949,112.967256,4,Daoism,1994
18459,Henan,Rujiang Temple,33.847189,113.179471,3,Buddhism,1996
18460,Henan,Shanghe Mosque,33.828691,113.156087,5,Islam,1949
18461,Henan,Yaowa Village Protestant Church Activity Center,33.859316,112.95204,1,Protestantism,2004
18462,Henan,Niangniang Temple,33.876057,113.154765,3,Buddhism,1995
18463,Henan,Shenying Temple,33.93029,113.165379,4,Daoism,1975
18464,Henan,Xiangshan Temple,33.851001,113.104341,3,Buddhism,1932
18465,Henan,Chengguan Mosque,33.8683,113.0628,5,Islam,1955
18466,Henan,Kangwang Temple,33.865155,113.081736,4,Daoism,2003
18467,Henan,Chengguan Protestant Church,33.874742,113.069021,1,Protestantism,1987
18468,Henan,Central Peak Temple Management Committee,33.966092,112.861747,4,Daoism,1950
18469,Henan,Daying Protestant Church,33.93682,112.891842,1,Protestantism,1981
18470,Henan,Ziyun Temple Democratic Management Committee,33.827471,113.268594,3,Buddhism,1988
18471,Henan,Xinjian Road Church,33.621704,113.355466,1,Protestantism,1983
18472,Henan,Guanshang Protestant Church,33.720203,113.537509,1,Protestantism,1985
18473,Henan,Dachenzhuang Mosque,33.568408,113.353965,5,Islam,1985
18474,Henan,Hongding Temple,33.53042,113.130774,3,Buddhism,1993
18475,Henan,Hebeigao Protestant Church,33.728864,113.512912,1,Protestantism,1980
18476,Henan,Qianwangzhuang Protestant Church,33.609889,113.483106,1,Protestantism,1999
18477,Henan,Wangfu shishan Temple,33.412047,113.379993,4,Daoism,1987
18478,Henan,Lenggang Mosque,33.450989,113.443928,5,Islam,1980
18479,Henan,Qizhuang Protestant Church,33.4841,113.47,1,Protestantism,1997
18480,Henan,Xuwang Village Protestant Church,33.596241,113.550038,1,Protestantism,1987
18481,Henan,Mount Tai Temple,33.625377,113.234685,4,Daoism,1998
18482,Henan,Qiuhe Temple,33.622793,113.234117,3,Buddhism,2002
18483,Henan,Pulou Protestant Church,33.716551,113.446937,1,Protestantism,1993
18484,Henan,Guandi Temple,33.511957,113.393186,4,Daoism,1998
18485,Henan,Baoan Town Protestant Church,33.381411,113.241891,1,Protestantism,1996
18486,Henan,Shiyuan Church,33.399914,113.364458,1,Protestantism,1990
18487,Henan,Houtang Protestant Church,33.661341,113.443625,1,Protestantism,1993
18488,Henan,Shuiguo Mosque,33.587055,113.348506,5,Islam,1985
18489,Henan,Xindian Village Protestant Church,33.412047,113.379993,1,Protestantism,1998
18490,Henan,Duyang Protestant Church,33.671913,113.509457,1,Protestantism,1997
18491,Henan,Liancun Village Protestant Church,33.609889,113.483106,1,Protestantism,2001
18492,Henan,Longyan Temple,33.399769,113.402365,3,Buddhism,2003
18493,Henan,Louma Church,33.661341,113.443625,1,Protestantism,1994
18494,Henan,Sanli Temple,33.622793,113.234117,4,Daoism,1995
18495,Henan,Xiangyan Temple,33.671913,113.509457,3,Buddhism,1904
18496,Henan,Gezhuang Protestant Church,33.528335,113.219279,1,Protestantism,1955
18497,Henan,Renzu Temple Democratic Management Committee,33.677213,113.355013,4,Daoism,1999
18498,Henan,Yuhuang Temple,33.412047,113.379993,4,Daoism,1988
18499,Henan,Sizhuang Church,33.622793,113.234117,1,Protestantism,1981
18500,Henan,Mazhuang Hui Muslim Township Mosque Management Committee,33.589238,113.35121,5,Islam,1985
18501,Henan,Wenwang Temple Democratic Management Committee,33.712,113.384,4,Daoism,1991
18502,Henan,Baoji Temple,33.604853,113.252595,4,Daoism,1998
18503,Henan,Yaowang Village Protestant Church,33.609432,113.466403,1,Protestantism,1999
18504,Henan,Guandi Temple,33.625371,113.234679,4,Daoism,1991
18505,Henan,Aihuangling Temple,33.51958,113.089647,3,Buddhism,1993
18506,Henan,Guandi Temple,33.381411,113.241891,4,Daoism,1992
18507,Henan,Changcun Street Temple,33.53042,113.130774,3,Buddhism,1993
18508,Henan,Maoren Temple,33.412047,113.379993,3,Buddhism,1989
18509,Henan,Hongzhuangyang Church Democratic Management Committee,33.728935,113.524253,1,Protestantism,1987
18510,Henan,Sanhuang Temple,33.52925,113.21854,3,Buddhism,1955
18511,Henan,Zhuyuan Protestant Church,33.412047,113.379993,1,Protestantism,1998
18512,Henan,Nandaying Village Mosque,33.472734,113.374807,5,Islam,1980
18513,Henan,Woyangshan Temple,33.661341,113.443625,4,Daoism,1945
18514,Henan,Yuying Protestant Church,33.676544,113.471002,1,Protestantism,1992
18515,Henan,Liushuzhao Village Protestant Church,33.61671,113.540334,1,Protestantism,1989
18516,Henan,Heilong Temple Democratic Management Committee,33.684556,113.362677,4,Daoism,1994
18517,Henan,Leizhuang Mosque Management Committee,33.574801,113.344023,5,Islam,1985
18518,Henan,Yuanjue Temple,33.395832,113.358397,3,Buddhism,1994
18519,Henan,Shuiniudu Church,33.661341,113.443625,1,Protestantism,1993
18520,Henan,Lizhuang Mosque,33.478179,113.269146,5,Islam,1985
18521,Henan,Kangzhuang Temple,33.393909,113.304098,3,Buddhism,1965
18522,Henan,Dengli Township Protestant Church,33.459235,113.456502,1,Protestantism,2001
18523,Henan,Xiantai Mosque,33.528731,113.458619,5,Islam,1878
18524,Henan,Heyang Village Protestant Church,33.636659,113.482755,1,Protestantism,2001
18525,Henan,Hepingling Temple,33.499051,113.130297,3,Buddhism,1993
18526,Henan,Taofeng Protestant Church,33.62475,113.587573,1,Protestantism,1979
18527,Henan,Houpeng Protestant Church,33.671913,113.509457,1,Protestantism,2001
18528,Henan,Nanshizhuang Protestant Church,33.404056,113.385836,1,Protestantism,1998
18529,Henan,Tianxin Temple,33.541816,113.166028,4,Daoism,1993
18530,Henan,Xishizhuang Protestant Church,33.412047,113.379993,1,Protestantism,1985
18531,Henan,Daliuzhuang Village Protestant Church,33.609889,113.483106,1,Protestantism,1999
18532,Henan,Longquan Temple Democratic Management Committee,33.486809,113.432641,3,Buddhism,1989
18533,Henan,Ye County Protestant Association,33.614795,113.359659,10,Protestantism,1986
18534,Henan,Rendian Mosque,33.625377,113.234685,5,Islam,1980
18535,Henan,Qinglong Temple,33.609889,113.483106,4,Daoism,1982
18536,Henan,Liuying Temple,33.621919,113.241448,4,Daoism,1996
18537,Henan,Wangzhuang Temple,33.4747,113.315,3,Buddhism,1991
18538,Henan,Wadian Temple,33.566272,113.254839,3,Buddhism,1998
18539,Henan,Wanggong Shrine,33.528731,113.458619,4,Daoism,1980
18540,Henan,Houlu Village Protestant Church,33.713837,113.487616,1,Protestantism,1997
18541,Henan,Dawangzhuang Mosque Democratic Management Committee,33.710002,113.395133,5,Islam,1972
18542,Henan,Dabei Temple,33.530122,113.457472,3,Buddhism,1987
18543,Henan,Jiangwu Daoist Temple,33.661341,113.443625,4,Daoism,1945
18544,Henan,Yuntai Temple,33.870627,112.902401,4,Daoism,1949
18545,Henan,Daying Mosque,33.845271,112.934844,5,Islam,1950
18546,Henan,Guandi Temple,33.754544,112.871992,4,Daoism,1968
18547,Henan,Duanzhuang Church,33.730287,112.92021,1,Protestantism,2003
18548,Henan,Lushan County Mosque,33.73888,112.91003,5,Islam,1949
18549,Henan,Quanfo Temple Committee,33.84641,112.934021,3,Buddhism,1977
18550,Henan,Yutang Protestant Church,33.770926,112.88921,1,Protestantism,1995
18551,Henan,Daming Temple,33.738498,112.908029,3,Buddhism,1992
18552,Henan,Tuqiao Village Church,33.678013,112.580712,1,Protestantism,2000
18553,Henan,Sanjianfang Church,33.726264,112.902586,1,Protestantism,1988
18554,Henan,Leiyin Temple Democratic Management Committee,33.909245,112.688978,3,Buddhism,2003
18555,Henan,Baituyao Village Church,33.90455,112.694702,1,Protestantism,1989
18556,Henan,Wanzhang Church,33.666984,113.048815,1,Protestantism,1991
18557,Henan,Xiguanzushi Temple,33.73888,112.91003,4,Daoism,1998
18558,Henan,Mating Village Church,33.896188,112.64258,1,Protestantism,1989
18559,Henan,West Mosque,33.742,112.8894,5,Islam,1994
18560,Henan,Liuxianggong Village Protestant Church,33.824181,112.695461,1,Protestantism,1994
18561,Henan,Zhangliang Church,33.730287,112.92021,1,Protestantism,2003
18562,Henan,Malaozhuang Church,33.843952,112.678745,1,Protestantism,1994
18563,Henan,Tumen Church,33.877311,112.596683,1,Protestantism,1994
18564,Henan,Yangligou Church,33.616879,113.056372,1,Protestantism,2003
18565,Henan,Shuidigou Village Church,33.860727,112.679623,1,Protestantism,1994
18566,Henan,Maolin Temple,33.67711,112.991775,3,Buddhism,1975
18567,Henan,DaChan Temple,33.88959,112.665644,3,Buddhism,1993
18568,Henan,Dongguan Protestant Church,33.735123,112.927145,1,Protestantism,1984
18569,Henan,Mount Tai Temple,33.738101,112.912943,4,Daoism,1995
18570,Henan,Louzihe Village Church,33.907342,112.646854,1,Protestantism,1990
18571,Henan,Luyang Town Church,33.73747,112.90396,1,Protestantism,1987
18572,Henan,Guanyinsi Church,33.865274,112.731695,1,Protestantism,1982
18573,Henan,Zhongwang Temple Democratic Management Committee,33.908771,112.731764,4,Daoism,1994
18574,Henan,Qinggu Temple,33.83969,112.80107,3,Buddhism,1988
18575,Henan,Changzhendi Village Church,33.721065,112.449511,1,Protestantism,1994
